brand,model,ev_description
Volkswagen,ID.7 Pro S,"The Volkswagen ID.7 Pro S is an electric vehicle in the E - Executive segment. It has a 86.0 kWh Lithium-ion battery that provides a range of approximately 525.0 km. The top speed is 180.0 km/h with 0-100 acceleration in 6.6 seconds. It supports DC fast charging at up to 145.0 kW via CCS port. It offers 532.0 liters of cargo space, seats 5 passengers, and has a RWD drivetrain. This vehicle belongs to the Liftback Sedan category."
Volkswagen,ID.7 Tourer GTX,"The Volkswagen ID.7 Tourer GTX is an electric vehicle in the E - Executive segment. It has a 86.0 kWh Lithium-ion battery that provides a range of approximately 500.0 km. The top speed is 180.0 km/h with 0-100 acceleration in 5.5 seconds. It supports DC fast charging at up to 145.0 kW via CCS port. It offers 605.0 liters of cargo space, seats 5 passengers, and has a AWD drivetrain. This vehicle belongs to the Station/Estate category."
Volkswagen,ID.7 Tourer Pro,"The Volkswagen ID.7 Tourer Pro is an electric vehicle in the E - Executive segment. It has a 77.0 kWh Lithium-ion battery that provides a range of approximately 470.0 km. The top speed is 180.0 km/h with 0-100 acceleration in 6.6 seconds. It supports DC fast charging at up to 125.0 kW via CCS port. It offers 605.0 liters of cargo space, seats 5 passengers, and has a RWD drivetrain. This vehicle belongs to the Station/Estate category."
Volkswagen,ID.7 Tourer Pro S,"The Volkswagen ID.7 Tourer Pro S is an electric vehicle in the E - Executive segment. It has a 86.0 kWh Lithium-ion battery that provides a range of approximately 520.0 km. The top speed is 180.0 km/h with 0-100 acceleration in 6.7 seconds. It supports DC fast charging at up to 145.0 kW via CCS port. It offers 605.0 liters of cargo space, seats 5 passengers, and has a RWD drivetrain. This vehicle belongs to the Station/Estate category."
Volvo,EC40 Single Motor (MY26),"The Volvo EC40 Single Motor (MY26) is an electric vehicle in the JC - Medium segment. It has a 67.0 kWh Lithium-ion battery that provides a range of approximately 360.0 km. The top speed is 180.0 km/h with 0-100 acceleration in 7.3 seconds. It supports DC fast charging at up to 110.0 kW via CCS port. It offers 404.0 liters of cargo space, seats 5 passengers, and has a RWD drivetrain. This vehicle belongs to the SUV category."
Volvo,EC40 Single Motor ER (MY26),"The Volvo EC40 Single Motor ER (MY26) is an electric vehicle in the JC - Medium segment. It has a 79.0 kWh Lithium-ion battery that provides a range of approximately 420.0 km. The top speed is 180.0 km/h with 0-100 acceleration in 7.3 seconds. It supports DC fast charging at up to 125.0 kW via CCS port. It offers 404.0 liters of cargo space, seats 5 passengers, and has a RWD drivetrain. This vehicle belongs to the SUV category."
Volvo,EC40 Twin Motor (MY26),"The Volvo EC40 Twin Motor (MY26) is an electric vehicle in the JC - Medium segment. It has a 79.0 kWh Lithium-ion battery that provides a range of approximately 400.0 km. The top speed is 180.0 km/h with 0-100 acceleration in 4.8 seconds. It supports DC fast charging at up to 125.0 kW via CCS port. It offers 404.0 liters of cargo space, seats 5 passengers, and has a AWD drivetrain. This vehicle belongs to the SUV category."
Volvo,EC40 Twin Motor Performance (MY26),"The Volvo EC40 Twin Motor Performance (MY26) is an electric vehicle in the JC - Medium segment. It has a 79.0 kWh Lithium-ion battery that provides a range of approximately 400.0 km. The top speed is 180.0 km/h with 0-100 acceleration in 4.6 seconds. It supports DC fast charging at up to 125.0 kW via CCS port. It offers 404.0 liters of cargo space, seats 5 passengers, and has a AWD drivetrain. This vehicle belongs to the SUV category."
Volvo,ES90 Single Motor (MY26),"The Volvo ES90 Single Motor (MY26) is an electric vehicle in the F - Luxury segment. It has a 88.0 kWh Lithium-ion battery that provides a range of approximately 485.0 km. The top speed is 180.0 km/h with 0-100 acceleration in 6.9 seconds. It supports DC fast charging at up to 190.0 kW via CCS port. It offers 446.0 liters of cargo space, seats 5 passengers, and has a RWD drivetrain. This vehicle belongs to the Liftback Sedan category."
Volvo,ES90 Twin Motor (MY26),"The Volvo ES90 Twin Motor (MY26) is an electric vehicle in the F - Luxury segment. It has a 102.0 kWh Lithium-ion battery that provides a range of approximately 530.0 km. The top speed is 180.0 km/h with 0-100 acceleration in 5.5 seconds. It supports DC fast charging at up to 225.0 kW via CCS port. It offers 446.0 liters of cargo space, seats 5 passengers, and has a AWD drivetrain. This vehicle belongs to the Liftback Sedan category."
Volvo,ES90 Twin Motor Performance (MY26),"The Volvo ES90 Twin Motor Performance (MY26) is an electric vehicle in the F - Luxury segment. It has a 102.0 kWh Lithium-ion battery that provides a range of approximately 530.0 km. The top speed is 180.0 km/h with 0-100 acceleration in 4.0 seconds. It supports DC fast charging at up to 225.0 kW via CCS port. It offers 446.0 liters of cargo space, seats 5 passengers, and has a AWD drivetrain. This vehicle belongs to the Liftback Sedan category."
Volvo,EX30 Cross Country (MY26),"The Volvo EX30 Cross Country (MY26) is an electric vehicle in the JB - Compact segment. It has a 65.0 kWh Lithium-ion battery that provides a range of approximately 330.0 km. The top speed is 180.0 km/h with 0-100 acceleration in 3.7 seconds. It supports DC fast charging at up to 114.0 kW via CCS port. It offers 318.0 liters of cargo space, seats 5 passengers, and has a AWD drivetrain. This vehicle belongs to the SUV category."
Volvo,EX30 Single Motor (MY24-26),"The Volvo EX30 Single Motor (MY24-26) is an electric vehicle in the JB - Compact segment. It has a 49.0 kWh Lithium-ion battery that provides a range of approximately 275.0 km. The top speed is 180.0 km/h with 0-100 acceleration in 5.7 seconds. It supports DC fast charging at up to 80.0 kW via CCS port. It offers 318.0 liters of cargo space, seats 5 passengers, and has a RWD drivetrain. This vehicle belongs to the SUV category."
Volvo,EX30 Single Motor ER (MY24-26),"The Volvo EX30 Single Motor ER (MY24-26) is an electric vehicle in the JB - Compact segment. It has a 65.0 kWh Lithium-ion battery that provides a range of approximately 365.0 km. The top speed is 180.0 km/h with 0-100 acceleration in 5.3 seconds. It supports DC fast charging at up to 113.0 kW via CCS port. It offers 318.0 liters of cargo space, seats 5 passengers, and has a RWD drivetrain. This vehicle belongs to the SUV category."
Volvo,EX30 Twin Motor Performance (MY24-26),"The Volvo EX30 Twin Motor Performance (MY24-26) is an electric vehicle in the JB - Compact segment. It has a 65.0 kWh Lithium-ion battery that provides a range of approximately 340.0 km. The top speed is 180.0 km/h with 0-100 acceleration in 3.6 seconds. It supports DC fast charging at up to 113.0 kW via CCS port. It offers 318.0 liters of cargo space, seats 5 passengers, and has a AWD drivetrain. This vehicle belongs to the SUV category."
Volvo,EX40 Single Motor (MY26),"The Volvo EX40 Single Motor (MY26) is an electric vehicle in the JC - Medium segment. It has a 67.0 kWh Lithium-ion battery that provides a range of approximately 345.0 km. The top speed is 180.0 km/h with 0-100 acceleration in 7.3 seconds. It supports DC fast charging at up to 110.0 kW via CCS port. It offers 410.0 liters of cargo space, seats 5 passengers, and has a RWD drivetrain. This vehicle belongs to the SUV category."
Volvo,EX40 Single Motor ER (MY26),"The Volvo EX40 Single Motor ER (MY26) is an electric vehicle in the JC - Medium segment. It has a 79.0 kWh Lithium-ion battery that provides a range of approximately 400.0 km. The top speed is 180.0 km/h with 0-100 acceleration in 7.3 seconds. It supports DC fast charging at up to 125.0 kW via CCS port. It offers 410.0 liters of cargo space, seats 5 passengers, and has a RWD drivetrain. This vehicle belongs to the SUV category."
Volvo,EX40 Twin Motor (MY26),"The Volvo EX40 Twin Motor (MY26) is an electric vehicle in the JC - Medium segment. It has a 79.0 kWh Lithium-ion battery that provides a range of approximately 385.0 km. The top speed is 180.0 km/h with 0-100 acceleration in 4.8 seconds. It supports DC fast charging at up to 125.0 kW via CCS port. It offers 410.0 liters of cargo space, seats 5 passengers, and has a AWD drivetrain. This vehicle belongs to the SUV category."
Volvo,EX40 Twin Motor Performance (MY26),"The Volvo EX40 Twin Motor Performance (MY26) is an electric vehicle in the JC - Medium segment. It has a 79.0 kWh Lithium-ion battery that provides a range of approximately 385.0 km. The top speed is 180.0 km/h with 0-100 acceleration in 4.6 seconds. It supports DC fast charging at up to 125.0 kW via CCS port. It offers 410.0 liters of cargo space, seats 5 passengers, and has a AWD drivetrain. This vehicle belongs to the SUV category."
Volvo,EX90 Single Motor (MY24-26),"The Volvo EX90 Single Motor (MY24-26) is an electric vehicle in the JF - Luxury segment. It has a 100.0 kWh Lithium-ion battery that provides a range of approximately 460.0 km. The top speed is 180.0 km/h with 0-100 acceleration in 8.4 seconds. It supports DC fast charging at up to 140.0 kW via CCS port. It offers 310.0 liters of cargo space, seats 7 passengers, and has a RWD drivetrain. This vehicle belongs to the SUV category."
Volvo,EX90 Twin Motor (MY24-26),"The Volvo EX90 Twin Motor (MY24-26) is an electric vehicle in the JF - Luxury segment. It has a 107.0 kWh Lithium-ion battery that provides a range of approximately 470.0 km. The top speed is 180.0 km/h with 0-100 acceleration in 5.9 seconds. It supports DC fast charging at up to 150.0 kW via CCS port. It offers 310.0 liters of cargo space, seats 7 passengers, and has a AWD drivetrain. This vehicle belongs to the SUV category."
Volvo,EX90 Twin Motor Performance (MY24-26),"The Volvo EX90 Twin Motor Performance (MY24-26) is an electric vehicle in the JF - Luxury segment. It has a 107.0 kWh Lithium-ion battery that provides a range of approximately 455.0 km. The top speed is 180.0 km/h with 0-100 acceleration in 4.9 seconds. It supports DC fast charging at up to 150.0 kW via CCS port. It offers 310.0 liters of cargo space, seats 7 passengers, and has a AWD drivetrain. This vehicle belongs to the SUV category."
Voyah,Free 106 kWh,"The Voyah Free 106 kWh is an electric vehicle in the JE - Executive segment. It has a 100.0 kWh Lithium-ion battery that provides a range of approximately 480.0 km. The top speed is 200.0 km/h with 0-100 acceleration in 4.4 seconds. It supports DC fast charging at up to 80.0 kW via CCS port. It offers 550.0 liters of cargo space, seats 5 passengers, and has a AWD drivetrain. This vehicle belongs to the SUV category."
XPENG,G6 AWD Performance,"The XPENG G6 AWD Performance is an electric vehicle in the JD - Large segment. It has a 87.5 kWh Lithium-ion battery that provides a range of approximately 475.0 km. The top speed is 200.0 km/h with 0-100 acceleration in 4.1 seconds. It supports DC fast charging at up to 180.0 kW via CCS port. It offers 571.0 liters of cargo space, seats 5 passengers, and has a AWD drivetrain. This vehicle belongs to the SUV category."
XPENG,G6 RWD Long Range,"The XPENG G6 RWD Long Range is an electric vehicle in the JD - Large segment. It has a 87.5 kWh Lithium-ion battery that provides a range of approximately 480.0 km. The top speed is 200.0 km/h with 0-100 acceleration in 6.7 seconds. It supports DC fast charging at up to 180.0 kW via CCS port. It offers 571.0 liters of cargo space, seats 5 passengers, and has a RWD drivetrain. This vehicle belongs to the SUV category."
XPENG,G6 RWD Standard Range,"The XPENG G6 RWD Standard Range is an electric vehicle in the JD - Large segment. It has a 66.0 kWh Lithium-ion battery that provides a range of approximately 370.0 km. The top speed is 200.0 km/h with 0-100 acceleration in 6.9 seconds. It supports DC fast charging at up to 140.0 kW via CCS port. It offers 571.0 liters of cargo space, seats 5 passengers, and has a RWD drivetrain. This vehicle belongs to the SUV category."
XPENG,G9 AWD Performance,"The XPENG G9 AWD Performance is an electric vehicle in the JE - Executive segment. It has a 93.1 kWh Lithium-ion battery that provides a range of approximately 465.0 km. The top speed is 200.0 km/h with 0-100 acceleration in 3.9 seconds. It supports DC fast charging at up to 224.0 kW via CCS port. It offers 660.0 liters of cargo space, seats 5 passengers, and has a AWD drivetrain. This vehicle belongs to the SUV category."
XPENG,G9 RWD Long Range,"The XPENG G9 RWD Long Range is an electric vehicle in the JE - Executive segment. It has a 93.1 kWh Lithium-ion battery that provides a range of approximately 480.0 km. The top speed is 200.0 km/h with 0-100 acceleration in 6.4 seconds. It supports DC fast charging at up to 224.0 kW via CCS port. It offers 660.0 liters of cargo space, seats 5 passengers, and has a RWD drivetrain. This vehicle belongs to the SUV category."
XPENG,G9 RWD Standard Range,"The XPENG G9 RWD Standard Range is an electric vehicle in the JE - Executive segment. It has a 75.8 kWh Lithium-ion battery that provides a range of approximately 395.0 km. The top speed is 200.0 km/h with 0-100 acceleration in 6.4 seconds. It supports DC fast charging at up to 170.0 kW via CCS port. It offers 660.0 liters of cargo space, seats 5 passengers, and has a RWD drivetrain. This vehicle belongs to the SUV category."
XPENG,P7 AWD Performance,"The XPENG P7 AWD Performance is an electric vehicle in the E - Executive segment. It has a 82.7 kWh Lithium-ion battery that provides a range of approximately 460.0 km. The top speed is 200.0 km/h with 0-100 acceleration in 4.1 seconds. It supports DC fast charging at up to 138.0 kW via CCS port. It offers 440.0 liters of cargo space, seats 5 passengers, and has a AWD drivetrain. This vehicle belongs to the Sedan category."
